0.6165801427644385, 3.389746917585983
0.8201168072680078, 2.821739130434782
0.9084685269305648, 2.5879299156391955
1.0272225827384815, 2.1025308241401675
1.1231992212848798, 1.8184295911745636
1.2654445165476962, 1.5014925373134318
1.4194678780012977, 1.2855937702790392
1.5659961064243997, 1.187216093445814
1.7667423750811164, 1.1737832576249172
1.9676184295911747, 1.2275794938351705
2.118364698247891, 1.314146658014275
2.2651524983776765, 1.3502271252433484
2.392537313432836, 1.3355613238157016
